feature_set_file,feature_column,feature_type,param_config,n_dimensions,task,n_clusters_found,n_noise_points,ari,silhouette_score,calinski_harabasz_score
params/feature_set_6.joblib,hog_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",1602,H2-HDBSCAN,103,1412,0.5391997402671903,0.04211205177923376,68.74122165943828
params/feature_set_6.joblib,all_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",16290,H2-HDBSCAN,101,1326,0.5386859149628518,0.03731091482005753,65.51929326235768
params/feature_set_6.joblib,hog_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",16264,H2-HDBSCAN,101,1323,0.5384844340602186,0.03686108001145321,65.25145722037105
params/feature_set_5.joblib,hog_lbp_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",2230,H2-HDBSCAN,100,1349,0.5377259669234687,0.04129440789674412,63.745821120475235
params/feature_set_5.joblib,hog_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",2228,H2-HDBSCAN,100,1349,0.5376865521030979,0.040937826162709474,63.425312114430305
params/feature_set_5.joblib,hog_hsv_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",2230,H2-HDBSCAN,101,1347,0.5375619301366686,0.04179122370724834,63.41757392526746
params/feature_set_5.joblib,hog_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",11680,H2-HDBSCAN,105,1493,0.534966426530256,0.03728801345615953,57.145581617805355
params/feature_set_3.joblib,hog_features,PCA,"{'hsv': {'bins': (8, 12, 3)}, 'lbp': {'numPoints': 16, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (16, 16), 'cells_per_block': (3, 3)}}",193,H2-HDBSCAN,108,1000,0.5345586200573853,0.06191436220873697,126.41530274712596
params/feature_set_6.joblib,hog_lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",16226,H2-HDBSCAN,102,1374,0.53438892311456,0.03768364127515291,64.85825598542156
params/feature_set_6.joblib,hog_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",16200,H2-HDBSCAN,105,1415,0.533034810358795,0.03820098079467003,63.085441631634694
params/feature_set_1.joblib,hog_lbp_features,Original,"{'hsv': {'bins': (8, 8, 8)}, 'lbp': {'numPoints': 24, 'radius': 8, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",4382,H2-HDBSCAN,97,1108,0.5312304800012524,0.047496396946774815,88.63432298446368
params/feature_set_1.joblib,hog_features,Original,"{'hsv': {'bins': (8, 8, 8)}, 'lbp': {'numPoints': 24, 'radius': 8, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",4356,H2-HDBSCAN,97,1102,0.5309521022161194,0.046869377654495684,88.07509159130211
params/feature_set_5.joblib,all_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",11706,H2-HDBSCAN,105,1531,0.5308550429903338,0.03844617502975868,57.61529703238264
params/feature_set_5.joblib,hog_lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",11642,H2-HDBSCAN,105,1537,0.5308403956141082,0.03784495858597163,57.20620536160755
params/feature_set_1.joblib,hog_features,PCA,"{'hsv': {'bins': (8, 8, 8)}, 'lbp': {'numPoints': 24, 'radius': 8, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",880,H2-HDBSCAN,95,1047,0.530407996759128,0.04896296957308989,95.52547284578523
params/feature_set_5.joblib,hog_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",11616,H2-HDBSCAN,109,1555,0.5303884186849054,0.03629257956599229,55.09262747749311
params/feature_set_1.joblib,hog_lbp_features,PCA,"{'hsv': {'bins': (8, 8, 8)}, 'lbp': {'numPoints': 24, 'radius': 8, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",883,H2-HDBSCAN,96,1032,0.5301031251583974,0.049617745501476504,95.27369237980662
params/feature_set_8.joblib,all_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",2135,H2-HDBSCAN,101,1523,0.5285625022083273,0.038262532663160355,62.773679388532045
params/feature_set_8.joblib,hog_lbp_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",2134,H2-HDBSCAN,100,1500,0.528311349539025,0.03748081839767385,62.948969517728216
params/feature_set_8.joblib,hog_hsv_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",2134,H2-HDBSCAN,101,1514,0.5281733345750931,0.03803320973174662,62.47845974702511
params/feature_set_8.joblib,hog_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",2132,H2-HDBSCAN,100,1494,0.5280738035163725,0.03701417228705113,62.68141296879947
params/feature_set_8.joblib,all_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",21690,H2-HDBSCAN,107,1617,0.5129467281207254,0.036672819701890125,56.7425441446219
params/feature_set_8.joblib,hog_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",21600,H2-HDBSCAN,106,1598,0.512906130022965,0.03561238229953379,56.61661237447895
params/feature_set_8.joblib,hog_lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",21626,H2-HDBSCAN,108,1654,0.5126639845049891,0.03592730489391206,55.846636083082934
params/feature_set_8.joblib,hog_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",21664,H2-HDBSCAN,108,1651,0.5126168720944838,0.03590631624168106,55.88112513832709
params/feature_set_2.joblib,hog_hsv_features,Original,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",31744,H2-HDBSCAN,124,2190,0.5071455469528964,0.038992680458414024,34.90913628403491
params/feature_set_2.joblib,all_features,Original,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",31778,H2-HDBSCAN,124,2184,0.5070204147644924,0.03911348693784694,35.01202500814566
params/feature_set_2.joblib,hog_lbp_features,PCA,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",4725,H2-HDBSCAN,127,2371,0.4760456930323854,0.03944925692408261,35.754842565177604
params/feature_set_2.joblib,hog_lbp_features,Original,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",27682,H2-HDBSCAN,130,2372,0.47601963931926655,0.03685668728124487,33.06277559368586
params/feature_set_2.joblib,hog_features,PCA,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",4724,H2-HDBSCAN,128,2365,0.4756562198117231,0.03948729104168414,35.448737626127205
params/feature_set_2.joblib,hog_features,Original,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",27648,H2-HDBSCAN,130,2388,0.471520230368712,0.036385268871929256,32.911332521844464
params/feature_set_8.joblib,lbp_hsv_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",29,H2-HDBSCAN,30,695,0.2985328929713258,0.17223056916510524,1082.2037592653346
params/feature_set_7.joblib,lbp_hsv_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",29,H2-HDBSCAN,30,695,0.2985328929713258,0.17223056916510524,1082.2037592653346
params/feature_set_6.joblib,lbp_hsv_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",30,H2-HDBSCAN,5,0,0.02854946496580704,0.215922879614788,1492.8105029985104
params/feature_set_5.joblib,lbp_hsv_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",30,H2-HDBSCAN,5,0,0.02854946496580704,0.215922879614788,1492.8105029985104
params/feature_set_4.joblib,lbp_hsv_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",30,H2-HDBSCAN,5,0,0.02854946496580704,0.21592287961478784,1492.8105029985093
params/feature_set_4.joblib,lbp_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",90,H2-HDBSCAN,6,36,0.028278209872713202,0.174541695683521,1125.5814689257143
params/feature_set_5.joblib,lbp_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",90,H2-HDBSCAN,6,36,0.028269405635899046,0.169477368103844,1125.678075479107
params/feature_set_6.joblib,lbp_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",90,H2-HDBSCAN,6,36,0.028269405635899046,0.169477368103844,1125.678075479107
params/feature_set_7.joblib,lbp_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",90,H2-HDBSCAN,2,0,0.006607321332392685,0.3427359098371302,1720.5302585361594
params/feature_set_8.joblib,lbp_hsv_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",90,H2-HDBSCAN,2,0,0.006607321332392685,0.3427359098371302,1720.5302585361594
params/feature_set_2.joblib,lbp_features,Original,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",34,H2-HDBSCAN,3,3352,0.000846223244172053,0.046708565516086924,103.14557681348663
params/feature_set_5.joblib,lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",26,H2-HDBSCAN,4,1506,0.00017421347894590886,0.030334559497847323,30.46123762288361
params/feature_set_6.joblib,lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",26,H2-HDBSCAN,4,1506,0.00017421347894590886,0.030334559497847323,30.46123762288361
params/feature_set_4.joblib,lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",26,H2-HDBSCAN,4,1507,0.0001730225327498514,0.030902952278574557,30.125635704495412
params/feature_set_3.joblib,lbp_features,PCA,"{'hsv': {'bins': (8, 12, 3)}, 'lbp': {'numPoints': 16, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (16, 16), 'cells_per_block': (3, 3)}}",8,H2-HDBSCAN,4,1937,0.00017272441797970816,-0.04330591572544028,34.9841222894699
params/feature_set_1.joblib,lbp_features,PCA,"{'hsv': {'bins': (8, 8, 8)}, 'lbp': {'numPoints': 24, 'radius': 8, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",11,H2-HDBSCAN,3,403,9.356867133082717e-05,0.15808523508275668,42.29508657173723
params/feature_set_6.joblib,lbp_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",11,H2-HDBSCAN,2,538,8.627827324993057e-05,0.19647562676061445,47.78987416892145
params/feature_set_4.joblib,lbp_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",11,H2-HDBSCAN,2,538,8.627827324993057e-05,0.1964756267606447,47.789874168925365
params/feature_set_5.joblib,lbp_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",11,H2-HDBSCAN,2,538,8.627827324993057e-05,0.19647562676061445,47.78987416892145
params/feature_set_8.joblib,lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",26,H2-HDBSCAN,3,4776,6.813514396207873e-05,-0.2134497743368822,15.041563354273464
params/feature_set_7.joblib,lbp_features,Original,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",26,H2-HDBSCAN,3,4776,6.813514396207873e-05,-0.2134497743368822,15.041563354273464
params/feature_set_3.joblib,lbp_features,Original,"{'hsv': {'bins': (8, 12, 3)}, 'lbp': {'numPoints': 16, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (16, 16), 'cells_per_block': (3, 3)}}",18,H2-HDBSCAN,2,1978,6.807109065691021e-05,0.03677535663256156,38.73954644088714
params/feature_set_2.joblib,lbp_features,PCA,"{'hsv': {'bins': (16, 16, 16)}, 'lbp': {'numPoints': 32, 'radius': 4, 'method': 'uniform'}, 'hog': {'orientations': 12, 'pixels_per_cell': (4, 4), 'cells_per_block': (2, 2)}}",15,H2-HDBSCAN,2,240,5.130866721921124e-05,0.173632194324584,30.529190154050504
params/feature_set_1.joblib,lbp_features,Original,"{'hsv': {'bins': (8, 8, 8)}, 'lbp': {'numPoints': 24, 'radius': 8, 'method': 'uniform'}, 'hog': {'orientations': 9, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",26,H2-HDBSCAN,2,570,3.071020808912023e-05,0.16643713945436245,28.417599490694233
params/feature_set_7.joblib,lbp_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 18, 'pixels_per_cell': (8, 8), 'cells_per_block': (2, 2)}}",10,H2-HDBSCAN,2,2574,1.1851716550337136e-05,0.007574245570290338,23.400492174440636
params/feature_set_8.joblib,lbp_features,PCA,"{'hsv': {'bins': (4, 8, 2)}, 'lbp': {'numPoints': 24, 'radius': 2, 'method': 'uniform'}, 'hog': {'orientations': 24, 'pixels_per_cell': (8, 8), 'cells_per_block': (3, 3)}}",10,H2-HDBSCAN,2,2574,1.1851716550337136e-05,0.007574245570290338,23.400492174440636
